date,open,high,low,close,volume
2021-06-01,0.04625367,0.05178424,0.03914772,0.04711819,142344.70297303
2021-06-02,0.02186604,0.02606403,0.01585533,0.02020445,156953.08720205
2021-06-03,0.06076678,0.06773669,0.04961747,0.05494899,105700.70385931
2021-06-04,0.03139301,0.04032625,0.02503633,0.0301613,143620.60237375
2021-06-05,0.05397386,0.06530476,0.04750277,0.06124159,202404.26312277
2021-06-06,0.04782798,0.05357262,0.038598,0.04594498,83206.66714511
2021-06-07,0.0547015,0.06513394,0.05152217,0.0622741,95051.39721924
2021-06-08,0.07190218,0.07324496,0.06103877,0.06858085,89867.83054546
2021-06-09,0.04801774,0.0548305,0.04056183,0.04948724,188304.82744755
2021-06-10,0.06161108,0.06804656,0.0552423,0.05836134,106957.73437101
2021-06-11,0.04461242,0.04886207,0.03010853,0.04211579,100842.44746881
2021-06-12,0.03353154,0.04279709,0.02317209,0.02968917,200149.04075806
2021-06-13,0.07987494,0.0810762,0.07647117,0.08034508,207173.74543899
2021-06-14,0.02326379,0.0290235,0.01904291,0.02309613,193417.91918209
2021-06-15,0.07534385,0.08220375,0.06056502,0.06373681,116292.14445996
2021-06-16,0.04040248,0.04370198,0.03085189,0.03564111,194958.15715738
2021-06-17,0.03648669,0.03847884,0.03473413,0.03795498,115935.81526849
2021-06-18,0.06685845,0.07180305,0.05510689,0.06089098,160078.16211283
2021-06-19,0.07888887,0.08470995,0.07245492,0.07442209,204203.11886068
2021-06-20,0.06663444,0.07154472,0.04964043,0.06049973,128467.41958069
2021-06-21,0.0854671,0.08891829,0.08327685,0.08489151,140938.16690767
2021-06-22,0.08573011,0.09279676,0.07952062,0.08164824,192657.8522742
2021-06-23,0.06170075,0.06756823,0.05670768,0.06445038,253492.57578892
2021-06-24,0.0302438,0.04146818,0.02658225,0.03238283,128144.91144834
2021-06-25,0.04938544,0.06125173,0.04801429,0.05559189,203111.89862149
2021-06-26,0.06526866,0.07111118,0.04475443,0.0538515,71804.16169696
2021-06-27,0.05311234,0.0633495,0.05145386,0.05149661,209437.18078853
2021-06-28,0.07358572,0.08072288,0.06076178,0.06591799,118701.02097491
2021-06-29,0.03025594,0.03468085,0.01821803,0.02927883,113338.51032091
2021-06-30,0.05295677,0.06461539,0.04717333,0.06080178,199437.60075117
2021-07-01,0.08328675,0.08515576,0.0769132,0.08350749,181019.22590483
2021-07-02,0.0610287,0.07293029,0.05576501,0.06453014,191989.47730296
2021-07-03,0.08337631,0.08923586,0.06887156,0.08032995,164622.18245833
2021-07-04,0.04964056,0.05908887,0.04372458,0.04908072,181162.65930835
2021-07-05,0.07650185,0.07924585,0.07060358,0.07906614,163784.08767144
2021-07-06,0.04749826,0.05432096,0.04112781,0.04314283,181093.10664127
2021-07-07,0.04411732,0.0578913,0.03925296,0.05153245,105283.02604861
2021-07-08,0.06850544,0.07177283,0.05986391,0.06606497,210903.89617155
2021-07-09,0.04340869,0.04841696,0.02970621,0.04150424,38261.82175331
2021-07-10,0.06828354,0.07451418,0.05757877,0.06981477,149485.61092435
2021-07-11,0.09866874,0.10693102,0.09514128,0.10087948,108558.71924293
2021-07-12,0.05604892,0.06306925,0.05473384,0.05746178,270148.06131658
2021-07-13,0.06173823,0.06371689,0.04714609,0.0530237,339896.52608861
2021-07-14,0.03164407,0.04248104,0.0252266,0.03912057,191600.40240368
2021-07-15,0.08118894,0.08266725,0.07749403,0.082474,224413.36168811
2021-07-16,0.05634674,0.07102628,0.04715224,0.06613143,277592.88821703
2021-07-17,0.06974994,0.07102932,0.06573316,0.06820343,152814.95145037
2021-07-18,0.07008609,0.07365146,0.065641,0.06718517,103333.08953401
2021-07-19,0.03735029,0.03928713,0.03013307,0.03413324,176992.69992607
2021-07-20,0.088221,0.09622485,0.08406151,0.0878645,105335.76080807
2021-07-21,0.05172458,0.05970724,0.03762571,0.0440879,349816.13181371
2021-07-22,0.0601822,0.06610497,0.05274611,0.05708045,288970.28086629
2021-07-23,0.08101348,0.09181134,0.07472847,0.08801088,196990.99290252
2021-07-24,0.01978355,0.03178046,0.01499688,0.03106136,143807.80925762
2021-07-25,0.06123784,0.0664135,0.0601687,0.06508621,169751.24152485
2021-07-26,0.07069938,0.07807177,0.06130656,0.06573441,230955.65776521
2021-07-27,0.05245333,0.05919577,0.04920776,0.05575751,20055.79682998
2021-07-28,0.06301231,0.06692551,0.0589044,0.06176288,172308.22946132
2021-07-29,0.09331657,0.09679367,0.08989963,0.09312529,145814.61371129
2021-07-30,0.03301778,0.03882763,0.02248374,0.03364408,206608.4258468
2021-07-31,0.07620675,0.08678125,0.0746249,0.07977149,168717.64180145
2021-08-01,0.06378512,0.07861531,0.057083,0.06761717,35836.30182633
2021-08-02,0.06841408,0.07545527,0.06201679,0.07045114,173431.96003869
2021-08-03,0.01297083,0.0260803,0.00406722,0.01876243,264189.17319975
2021-08-04,0.08548265,0.10306878,0.08473378,0.09576033,246816.04371252
2021-08-05,0.05920963,0.07594517,0.05227772,0.06491547,36531.06666291
2021-08-06,0.06221366,0.07120325,0.05860924,0.06586936,232409.63317612
2021-08-07,0.03327282,0.04371539,0.02916667,0.03168579,162638.92056349
2021-08-08,0.06089455,0.07128674,0.0556034,0.06434306,93373.94971301
2021-08-09,0.09965294,0.10415162,0.09260489,0.09569487,102938.24266737
2021-08-10,0.08449249,0.09160319,0.08004586,0.08522488,186984.56818904
2021-08-11,0.06225726,0.06670763,0.05094923,0.05843799,190343.04656098
2021-08-12,0.054278,0.06075653,0.05150021,0.05857689,90930.74140291
